Activity UUID_Product UUID,Activity Name,Geography,Reference Product Name,lca_geo
60e45679-a5ea-5582-ab00-5b456e09a892_9e6f12d8-b727-4aef-94e3-c8278e3661d7,"soda production, solvay process",RER,"soda ash, light",rer
60e45679-a5ea-5582-ab00-5b456e09a892_033be19b-ca83-4d9e-8dd6-476ef15203cd,"soda production, solvay process",RER,sodium bicarbonate,rer
d48e107a-7e97-5829-88d3-846ea88d96af_fa626da2-499e-4259-ba0a-c4e8f34927a5,"sodium aluminate production, powder",GLO,"sodium aluminate, powder",glo
d0fabab8-f90b-5f0e-9f98-de7109b7f65f_e6adc2f9-dcda-4dc8-aa4e-24a79f5f02be,sodium amide production,RoW,sodium amide,row
d423bd5a-d137-50e9-bbe1-446ad411304c_e6adc2f9-dcda-4dc8-aa4e-24a79f5f02be,sodium amide production,RER,sodium amide,rer
0b6bcb31-b10c-5c3c-a4e8-97812430337c_41603a25-69fd-4114-bf48-9fca55d1c9d2,sodium arsenide production from Imperial smelting furnace,GLO,sodium arsenide,glo
681ca28d-a591-5a4f-a004-e296ac4b3b16_5694c7ed-a76c-4b16-9a73-6fa48237423c,"sodium bicarbonate, to generic market for neutralising agent",RoW,"neutralising agent, sodium hydroxide-equivalent",row
263a5694-642c-547c-b3aa-2138d35cd094_5694c7ed-a76c-4b16-9a73-6fa48237423c,"sodium bicarbonate, to generic market for neutralising agent",RER,"neutralising agent, sodium hydroxide-equivalent",rer
0ee7779a-f155-5277-9409-803cd56385e9_1fdf8b27-d732-4eed-b008-d186ae3dc8b5,sodium borate mine operation and beneficiation,RoW,sodium borates,row
8c51b960-97ce-5223-a8c3-9e022865176d_6c9cf309-10ae-4fde-8f55-d2debd3103c2,"sodium chlorate production, powder",RoW,"sodium chlorate, powder",row
d5130721-8d13-5ce1-a6b4-04751361d0b2_6c9cf309-10ae-4fde-8f55-d2debd3103c2,"sodium chlorate production, powder",RER,"sodium chlorate, powder",rer
8b73e0e9-0a02-5cb4-b46d-ffbc5fb05a57_dae62135-2e34-4b47-bed2-e2ea1e137cd8,"sodium chloride production, brine solution",RoW,"sodium chloride, brine solution",row
54343e2a-75d6-53b8-91fd-015d902647f5_dae62135-2e34-4b47-bed2-e2ea1e137cd8,"sodium chloride production, brine solution",RER,"sodium chloride, brine solution",rer
bb89a5ee-a4d8-5c58-afa0-5503e0e9521d_edcfa83a-363a-4b2d-8d6a-612e32dfcdfc,"sodium chloride production, powder",RoW,"sodium chloride, powder",row
d0925ca3-d317-51dc-98f6-3b4ab156840b_edcfa83a-363a-4b2d-8d6a-612e32dfcdfc,"sodium chloride production, powder",RER,"sodium chloride, powder",rer
84220b62-3362-53c6-acc1-164d8ef8ff50_f65d3dbd-ab3c-4636-9714-a651100cba65,sodium chloride to generic market for de-icer,GLO,de-icer,glo
5afc1d76-b5ca-5a90-b96e-3c1365c3eb5f_2ee9192f-e5d4-5c95-b83d-656a6da4b61d,sodium chloroacetate production,GLO,sodium chloroacetate,glo
180196ca-f9eb-5bf8-b96f-eb6b31ed0f88_d91d02b8-f42f-5810-9c24-2d0c89d33f95,sodium cumenesulphonate production,RoW,sodium cumenesulphonate,row
c013f9e4-63c2-5a0e-8eb8-5d116fde3824_d91d02b8-f42f-5810-9c24-2d0c89d33f95,sodium cumenesulphonate production,RER,sodium cumenesulphonate,rer
f04e8e93-39ad-546e-9977-ca9de6e00908_8b87cd0e-b9cc-482b-9584-9fe6bf805ac6,sodium cyanide production,RoW,sodium cyanide,row
c0a5b047-008a-5686-8dfe-35b7c9e73527_8b87cd0e-b9cc-482b-9584-9fe6bf805ac6,sodium cyanide production,RER,sodium cyanide,rer
b8e9921e-8dfe-573e-9bf1-77ea3b18a863_606ce42e-0f6b-43b2-8f08-273f1728d48d,sodium dichromate production,RoW,sodium dichromate,row
c90bbaea-33f7-5bca-bba3-195fd3a5d176_606ce42e-0f6b-43b2-8f08-273f1728d48d,sodium dichromate production,RER,sodium dichromate,rer
7809a64b-1580-5bc6-8891-e18facda9bdf_4cea5cea-49c2-4065-a851-02e75e561ec4,"sodium dithionite production, anhydrous",RoW,"sodium dithionite, anhydrous",row
ff1a6b25-0ef6-510a-b683-a14532f5458e_4cea5cea-49c2-4065-a851-02e75e561ec4,"sodium dithionite production, anhydrous",RER,"sodium dithionite, anhydrous",rer
efdad199-801f-5d32-9b24-9786440d80f9_27dcdc02-ec8a-4ed9-acbe-32bfec727ccc,sodium ethoxide production,RoW,sodium ethoxide,row
b3bc68b6-f7ad-545f-bf66-83f1665a3c26_27dcdc02-ec8a-4ed9-acbe-32bfec727ccc,sodium ethoxide production,RER,sodium ethoxide,rer
0a90ac4e-939a-5fc4-8cfc-0aa46333ed08_7655baa9-ac88-4f13-a1e7-77bd2059a7a6,sodium ethyl xanthate production,RoW,sodium ethyl xanthate,row
77bb4d13-2d34-5d94-9ec6-309e370b281d_74c658d6-e983-46b2-91f6-f93565ebafc7,sodium fluoride production,GLO,sodium fluoride,glo
9bf3754f-bbec-526a-86ef-b50613860f79_c38bc109-9347-463e-b539-2833c7c066d8,sodium formate production,GLO,sodium formate,glo
ed897ad2-de8d-57a2-9a15-8c78b84fd4f8_4f7d61bf-7489-5f91-9a40-cf8a849d3103,sodium hydrogen sulfate production,GLO,sodium hydrogen sulfate,glo
2ef396da-d3c2-516b-9872-179dca90bc21_9548417c-f3ce-4c10-97dd-8c5046eaa504,sodium hydrogen sulfite production,RoW,sodium hydrogen sulfite,row
08a3ae90-9137-509c-926d-6e76b290a254_9548417c-f3ce-4c10-97dd-8c5046eaa504,sodium hydrogen sulfite production,RER,sodium hydrogen sulfite,rer
4256b231-ac3c-5525-8944-6ef932c96eec_0be611ea-83bc-4f62-8a0f-a4fea6027faf,sodium hydrosulfide production,RoW,sodium hydrosulfide,row
afe31ac7-9dfb-5946-beb4-591344cfc7ec_0be611ea-83bc-4f62-8a0f-a4fea6027faf,sodium hydrosulfide production,RER,sodium hydrosulfide,rer
c69ac224-c136-5740-a5aa-8841670b1d49_5694c7ed-a76c-4b16-9a73-6fa48237423c,sodium hydroxide to generic market for neutralising agent,RoW,"neutralising agent, sodium hydroxide-equivalent",row
3c02662c-62e0-58ea-881c-53b1ced9fd53_5694c7ed-a76c-4b16-9a73-6fa48237423c,sodium hydroxide to generic market for neutralising agent,RER,"neutralising agent, sodium hydroxide-equivalent",rer
1a7f91a2-df54-5839-8c23-d658988a32b7_a98a77e9-d63a-4161-a204-5003a1bafbc8,sodium hypochlorite to generic market for bleach,RoW,bleach,row
8a1737fe-c8d3-5501-997c-3a58ec55f4b3_a98a77e9-d63a-4161-a204-5003a1bafbc8,sodium hypochlorite to generic market for bleach,RER,bleach,rer
981e77e0-63d3-58a5-a989-6145a8e1a8d8_e202b6e0-ec3d-4df1-923e-3cdc76dbd028,"sodium metasilicate pentahydrate production, 58% active substance, powder",RoW,"sodium metasilicate pentahydrate, 58% active substance, powder",row
dad5db8a-d5dc-5dd1-8a7a-db0e047b8e17_e202b6e0-ec3d-4df1-923e-3cdc76dbd028,"sodium metasilicate pentahydrate production, 58% active substance, powder",RER,"sodium metasilicate pentahydrate, 58% active substance, powder",rer
2382ca5b-b378-5933-a554-343f812ac03f_0d1d6886-5798-4fc9-a6f4-f2dd358c4d34,sodium methoxide production,GLO,sodium methoxide,glo
c360361d-9aca-5ffb-b5a5-ca4c1e34f74d_e25b10b0-7ff3-4e34-991d-6ad1848bef30,sodium nitrate production,RoW,sodium nitrate,row
5be94e8b-d75f-5cdc-a667-1f556f2a5f69_e25b10b0-7ff3-4e34-991d-6ad1848bef30,sodium nitrate production,RER,sodium nitrate,rer
f2a32182-e0f8-5880-8cf8-a364af5c2fb7_2b25eb95-acc8-43bb-8235-67f4d82b32cb,sodium nitrite production,RoW,sodium nitrite,row
b6d24df3-7866-5eac-80cc-e44f47671a33_2b25eb95-acc8-43bb-8235-67f4d82b32cb,sodium nitrite production,RER,sodium nitrite,rer
e211bb4a-00cf-565c-9c6c-31cbd28d6c8a_b9516ad1-d0ab-5e5d-9be4-2efe48bb82b4,sodium oxide production,RoW,sodium oxide,row
8f249c9b-d907-5de3-9922-1b2b1ceb5df7_b9516ad1-d0ab-5e5d-9be4-2efe48bb82b4,sodium oxide production,RER,sodium oxide,rer
0ff37b6b-e562-53e8-a0c6-17a2e479a94a_de97cdc6-2141-426e-aab2-70b4afbc2e5b,"sodium perborate production, monohydrate, powder",RoW,"sodium perborate, monohydrate, powder",row
3638eef0-a8f7-5076-8ef0-e5965c31893c_de97cdc6-2141-426e-aab2-70b4afbc2e5b,"sodium perborate production, monohydrate, powder",RER,"sodium perborate, monohydrate, powder",rer
d7dd5104-592a-5631-8a81-b3f7085dac07_cee58461-b57e-4c42-a674-36731e9a5b63,"sodium perborate production, tetrahydrate, powder",RoW,"sodium perborate, tetrahydrate, powder",row
58357a2e-e67f-5f30-bcf8-c662ce60a210_cee58461-b57e-4c42-a674-36731e9a5b63,"sodium perborate production, tetrahydrate, powder",RER,"sodium perborate, tetrahydrate, powder",rer
fe7e14b5-0dca-59d4-b280-056b5ac604a0_a98a77e9-d63a-4161-a204-5003a1bafbc8,"sodium perborate, tetrahydrate, powder to generic market for bleach",RoW,bleach,row
18db0459-d6c7-5dce-9d2c-f0c7769d731a_a98a77e9-d63a-4161-a204-5003a1bafbc8,"sodium perborate, tetrahydrate, powder to generic market for bleach",RER,bleach,rer
a3a7e9a0-ddc7-5f54-9452-7b46a1fae859_8e265e9a-93c4-40e8-9a08-0763758bcf70,"sodium percarbonate production, powder",RoW,"sodium percarbonate, powder",row
b27df0d1-7f91-5fdc-b26d-a6920f50d0a8_8e265e9a-93c4-40e8-9a08-0763758bcf70,"sodium percarbonate production, powder",RER,"sodium percarbonate, powder",rer
be6e79bc-87c9-5ace-9fa6-2382f8e2a23f_a98a77e9-d63a-4161-a204-5003a1bafbc8,"sodium percarbonate, powder to generic market for bleach",RoW,bleach,row
daae94a2-282a-5c19-af06-d5b3b6197000_a98a77e9-d63a-4161-a204-5003a1bafbc8,"sodium percarbonate, powder to generic market for bleach",RER,bleach,rer
0af124b9-27b5-5f0c-98f7-63fc97ebb801_f5e266fc-4b6a-4514-812c-605cc74f3d35,sodium perchlorate production,GLO,sodium perchlorate,glo
cb0f5c79-51f7-5ee4-be7f-823ec64411fb_dd0a1308-9620-491d-9780-10a752211c97,sodium persulfate production,GLO,sodium persulfate,glo
5c7ba8b8-240b-5f6d-b1f4-cb9b5d8df987_7ea592df-7f46-4f29-9056-874760d3f37c,sodium phenolate production,RoW,sodium phenolate,row
29ca3fad-6c52-5cf0-9658-ef61c5d01527_7ea592df-7f46-4f29-9056-874760d3f37c,sodium phenolate production,RER,sodium phenolate,rer
155a2be1-2213-5760-b6d6-c0fd74e21d76_2fc288b5-3414-4086-9658-84fd71ebf6ac,sodium phosphate production,RoW,sodium phosphate,row
9c8fea9f-9143-5c5d-814a-408b39629d73_2fc288b5-3414-4086-9658-84fd71ebf6ac,sodium phosphate production,RER,sodium phosphate,rer
cbc470e1-6631-544f-a41f-b25ad1034add_0992e479-07eb-4837-8aa3-d4411f675dad,"sodium production, sodium chloride electrolysis, molten salt cell",RoW,"chlorine, gaseous",row
cbc470e1-6631-544f-a41f-b25ad1034add_da30ab35-9777-428e-aa03-1b8ae9149ef7,"sodium production, sodium chloride electrolysis, molten salt cell",RoW,sodium,row
e001cc62-a544-52df-b663-d6a91d3144ae_0992e479-07eb-4837-8aa3-d4411f675dad,"sodium production, sodium chloride electrolysis, molten salt cell",RER,"chlorine, gaseous",rer
e001cc62-a544-52df-b663-d6a91d3144ae_da30ab35-9777-428e-aa03-1b8ae9149ef7,"sodium production, sodium chloride electrolysis, molten salt cell",RER,sodium,rer
074bf8a9-e54e-5e4c-a681-43ec954192aa_315929c0-c33a-4811-999c-0c677d6d1c29,sodium pyrophosphate production,GLO,sodium pyrophosphate,glo
375c126f-af44-585d-8592-1a083a60813c_38d493e9-6feb-4c66-86eb-2253ef8ee54d,"sodium silicate production, furnace liquor, product in 37% solution state",RoW,"sodium silicate, without water, in 37% solution state",row
ca1ea180-eb01-53b3-82fb-ab248bfbdb44_38d493e9-6feb-4c66-86eb-2253ef8ee54d,"sodium silicate production, furnace liquor, product in 37% solution state",RER,"sodium silicate, without water, in 37% solution state",rer
9b462961-dc4e-58f3-ac4f-3260e15c6fb0_77e110eb-c54c-4210-8c49-38aff74dac63,"sodium silicate production, furnace process, solid product",RoW,"sodium silicate, solid",row
d5c9631c-0901-57c8-8655-653bb50f76eb_77e110eb-c54c-4210-8c49-38aff74dac63,"sodium silicate production, furnace process, solid product",RER,"sodium silicate, solid",rer
185b01c1-e03b-52dc-96e4-a971b749bd55_e6f2d687-e015-44e2-ad5f-8f6b02481ab1,"sodium silicate production, hydrothermal liquor, product in 48% solution state",RoW,"sodium silicate, without water, in 48% solution state",row
4e18ddef-66db-5a50-9206-b4691669010d_e6f2d687-e015-44e2-ad5f-8f6b02481ab1,"sodium silicate production, hydrothermal liquor, product in 48% solution state",RER,"sodium silicate, without water, in 48% solution state",rer
bea6ba67-7f36-5460-a47b-e983e08a99f8_fb79e3cf-4466-4999-9478-3f06a1260f7f,"sodium silicate production, spray powder, 80%",RoW,"sodium silicate, spray powder, 80%",row
7dc0acc4-3682-57af-b847-da1355b1b75e_fb79e3cf-4466-4999-9478-3f06a1260f7f,"sodium silicate production, spray powder, 80%",RER,"sodium silicate, spray powder, 80%",rer
06fdf4c8-61bb-5a54-9f5a-2e22efba9b31_8d92e429-f0e0-58d7-86c0-bbd76ad096e7,sodium silver thiosulfate production,GLO,sodium silver thiosulfate,glo
c8df3e8f-88e0-5bc2-b802-597afe0be0d2_2cfef82e-cb0d-4864-8163-9651fc6c25eb,"sodium sulfate production, from natural sources",RoW,"sodium sulfate, anhydrite",row
0d1688d5-8cba-5bb6-914f-35e5c61fd564_2cfef82e-cb0d-4864-8163-9651fc6c25eb,"sodium sulfate production, from natural sources",RER,"sodium sulfate, anhydrite",rer
984eecff-cdad-53bb-86d2-3c53620e3b86_59465644-756c-4ab8-b892-63eb6e0f3ce8,sodium sulfide production,GLO,sodium sulfide,glo
c395197d-e82e-52a7-a853-f81279fa735c_b21c5bf0-60da-4095-a5b4-cc8b8a3b2668,sodium sulfite production,RoW,sodium sulfite,row
4f60d77e-5dec-54d2-ac7b-6642329d302c_b21c5bf0-60da-4095-a5b4-cc8b8a3b2668,sodium sulfite production,RER,sodium sulfite,rer
34ab7a84-c51a-58e3-aa68-96e78d9526be_a8033ccc-615f-4e9a-b51f-c483991942ef,sodium tetrafluoroborate production,GLO,sodium tetrafluoroborate,glo
e5039a3e-b449-58ab-aa8c-da8b43008adb_953a2c5b-32c8-4809-8853-b160343da646,"sodium tetrafluoroborate production, sodium tetrahydridoborate fluorination",GLO,diborane,glo
e5039a3e-b449-58ab-aa8c-da8b43008adb_a8033ccc-615f-4e9a-b51f-c483991942ef,"sodium tetrafluoroborate production, sodium tetrahydridoborate fluorination",GLO,sodium tetrafluoroborate,glo
0cebf63e-5dd0-5ac8-9f9e-1bac5423e362_0d1d6886-5798-4fc9-a6f4-f2dd358c4d34,"sodium tetrahydridoborate production, Brown-Schlesinger process",GLO,sodium methoxide,glo
0cebf63e-5dd0-5ac8-9f9e-1bac5423e362_8fba72dd-5eec-4081-ac50-680bd7550a9b,"sodium tetrahydridoborate production, Brown-Schlesinger process",GLO,sodium tetrahydridoborate,glo
78f8330f-0c60-5167-a342-99230b9a2c98_14ae7ab5-cdbe-44c4-bab6-2532ca77890f,sodium tripolyphosphate production,RoW,sodium tripolyphosphate,row
11bf77dc-50f0-516b-9cde-85afa51ec90d_14ae7ab5-cdbe-44c4-bab6-2532ca77890f,sodium tripolyphosphate production,RER,sodium tripolyphosphate,rer
b6f4fb44-e472-5ffa-b922-a81150ce6345_1678381e-9cce-4a4a-abea-18bcb08bb9f8,"soft solder production, Sn97Cu3",RoW,"soft solder, Sn97Cu3",row
fe782625-41eb-52ff-81ee-597ccdb3434b_1678381e-9cce-4a4a-abea-18bcb08bb9f8,"soft solder production, Sn97Cu3",RER,"soft solder, Sn97Cu3",rer
afb2f6e3-1571-5f1e-84d6-027a6c0fecfc_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,"softwood forestry, mixed species, sustainable forest management",CH,"cleft timber, measured as dry mass",ch
afb2f6e3-1571-5f1e-84d6-027a6c0fecfc_6eb408db-980a-4b9e-82a8-b6dca183ec35,"softwood forestry, mixed species, sustainable forest management",CH,"pulpwood, softwood, measured as solid wood under bark",ch
afb2f6e3-1571-5f1e-84d6-027a6c0fecfc_42a1bdfc-883d-41f0-b83a-1c5527e34de7,"softwood forestry, mixed species, sustainable forest management",CH,"sawlog and veneer log, softwood, measured as solid wood under bark",ch
afb2f6e3-1571-5f1e-84d6-027a6c0fecfc_7fe99768-d571-4bc2-a272-7df585bd0d48,"softwood forestry, mixed species, sustainable forest management",CH,"wood chips, wet, measured as dry mass",ch
4838ca90-af94-5466-9ad6-4e16cfb77d6b_175c29e0-09a0-43ed-a6da-c5f8fc47953f,"softwood forestry, paraná pine, sustainable forest management",RoW,"sawlog and veneer log, paraná pine, measured as solid wood under bark",row
e6df7084-37a1-5652-9a73-60700376aae8_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,"softwood forestry, pine, sustainable forest management",DE,"cleft timber, measured as dry mass",de
e6df7084-37a1-5652-9a73-60700376aae8_6eb408db-980a-4b9e-82a8-b6dca183ec35,"softwood forestry, pine, sustainable forest management",DE,"pulpwood, softwood, measured as solid wood under bark",de
e6df7084-37a1-5652-9a73-60700376aae8_42a1bdfc-883d-41f0-b83a-1c5527e34de7,"softwood forestry, pine, sustainable forest management",DE,"sawlog and veneer log, softwood, measured as solid wood under bark",de
e6df7084-37a1-5652-9a73-60700376aae8_7fe99768-d571-4bc2-a272-7df585bd0d48,"softwood forestry, pine, sustainable forest management",DE,"wood chips, wet, measured as dry mass",de
bf69c39c-9ffb-5a5e-be0b-8e70f28c80ee_97165d99-f445-4b78-8ec8-e145ecd787f4,"softwood forestry, pine, sustainable forest management",RoW,"bundle, energy wood, measured as dry mass",row
bf69c39c-9ffb-5a5e-be0b-8e70f28c80ee_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,"softwood forestry, pine, sustainable forest management",RoW,"cleft timber, measured as dry mass",row
bf69c39c-9ffb-5a5e-be0b-8e70f28c80ee_6eb408db-980a-4b9e-82a8-b6dca183ec35,"softwood forestry, pine, sustainable forest management",RoW,"pulpwood, softwood, measured as solid wood under bark",row
bf69c39c-9ffb-5a5e-be0b-8e70f28c80ee_42a1bdfc-883d-41f0-b83a-1c5527e34de7,"softwood forestry, pine, sustainable forest management",RoW,"sawlog and veneer log, softwood, measured as solid wood under bark",row
bf69c39c-9ffb-5a5e-be0b-8e70f28c80ee_7fe99768-d571-4bc2-a272-7df585bd0d48,"softwood forestry, pine, sustainable forest management",RoW,"wood chips, wet, measured as dry mass",row
4c46a65f-59d4-57d5-bdce-d292d45aecca_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,"softwood forestry, spruce, sustainable forest management",DE,"cleft timber, measured as dry mass",de
4c46a65f-59d4-57d5-bdce-d292d45aecca_6eb408db-980a-4b9e-82a8-b6dca183ec35,"softwood forestry, spruce, sustainable forest management",DE,"pulpwood, softwood, measured as solid wood under bark",de
4c46a65f-59d4-57d5-bdce-d292d45aecca_42a1bdfc-883d-41f0-b83a-1c5527e34de7,"softwood forestry, spruce, sustainable forest management",DE,"sawlog and veneer log, softwood, measured as solid wood under bark",de
4c46a65f-59d4-57d5-bdce-d292d45aecca_7fe99768-d571-4bc2-a272-7df585bd0d48,"softwood forestry, spruce, sustainable forest management",DE,"wood chips, wet, measured as dry mass",de
3175b9e9-674a-5ebc-bbf4-f1f4ffd53cf7_97165d99-f445-4b78-8ec8-e145ecd787f4,"softwood forestry, spruce, sustainable forest management",RoW,"bundle, energy wood, measured as dry mass",row
3175b9e9-674a-5ebc-bbf4-f1f4ffd53cf7_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,"softwood forestry, spruce, sustainable forest management",RoW,"cleft timber, measured as dry mass",row
3175b9e9-674a-5ebc-bbf4-f1f4ffd53cf7_6eb408db-980a-4b9e-82a8-b6dca183ec35,"softwood forestry, spruce, sustainable forest management",RoW,"pulpwood, softwood, measured as solid wood under bark",row
3175b9e9-674a-5ebc-bbf4-f1f4ffd53cf7_42a1bdfc-883d-41f0-b83a-1c5527e34de7,"softwood forestry, spruce, sustainable forest management",RoW,"sawlog and veneer log, softwood, measured as solid wood under bark",row
3175b9e9-674a-5ebc-bbf4-f1f4ffd53cf7_7fe99768-d571-4bc2-a272-7df585bd0d48,"softwood forestry, spruce, sustainable forest management",RoW,"wood chips, wet, measured as dry mass",row
b4e4368e-4279-530b-b4d5-dc44336898bf_f045b62a-272e-4c8d-85c1-3a17dbabf69d,solar collector factory construction,RoW,solar collector factory,row
893d69a8-0bcd-5c19-849d-e224060782a0_f045b62a-272e-4c8d-85c1-3a17dbabf69d,solar collector factory construction,RER,solar collector factory,rer
aaa55a69-e45c-527b-a389-ab0986bf6fcd_961c7ee8-824d-45bc-a176-a6cb8dcbf96c,"solar collector glass tube production, with silver mirror",DE,"solar collector glass tube, with silver mirror",de
4714975d-6e2a-55e5-a64e-edac74dffd06_961c7ee8-824d-45bc-a176-a6cb8dcbf96c,"solar collector glass tube production, with silver mirror",RoW,"solar collector glass tube, with silver mirror",row
b6390c0d-9d83-5012-b32b-a955f74acd40_06d66cdc-9495-4fe0-9e71-d79d09c36cc6,"solar collector system installation, Cu flat plate collector, multiple dwelling, hot water",CH,"solar collector system, Cu flat plate collector, multiple dwelling, hot water",ch
402ff9c5-f79a-5613-9f82-b05b373d01cb_06d66cdc-9495-4fe0-9e71-d79d09c36cc6,"solar collector system installation, Cu flat plate collector, multiple dwelling, hot water",RoW,"solar collector system, Cu flat plate collector, multiple dwelling, hot water",row
9fb3520e-95d6-581b-becf-98e55ddd8387_328b464a-a284-41c6-908c-ea6df8370512,"solar collector system installation, Cu flat plate collector, one-family house, combined system",CH,"solar collector system, Cu flat plate collector, one-family house, combined system",ch
25fe8077-6a3c-5c0d-ae28-464f528fc651_328b464a-a284-41c6-908c-ea6df8370512,"solar collector system installation, Cu flat plate collector, one-family house, combined system",RoW,"solar collector system, Cu flat plate collector, one-family house, combined system",row
ccc71bfe-a225-56b8-a391-90bfced524e6_7384da24-3c18-4621-8346-a595129352d9,"solar collector system installation, Cu flat plate collector, one-family house, hot water",CH,"solar collector system, Cu flat plate collector, one-family house, hot water",ch
daabe238-b9be-56dd-97b3-7d0c8019df7d_7384da24-3c18-4621-8346-a595129352d9,"solar collector system installation, Cu flat plate collector, one-family house, hot water",RoW,"solar collector system, Cu flat plate collector, one-family house, hot water",row
cb7aac8b-1b56-5e17-9c59-9e2ecc7654b3_775234b1-0e93-4cdb-9cd2-db60577e1a5a,"solar collector system installation, evacuated tube collector, one-family house, combined system",CH,"solar collector system, with evacuated tube collector, one-family house, combined system",ch
a140f80b-028e-5bd4-8e05-dfb26a2e8871_775234b1-0e93-4cdb-9cd2-db60577e1a5a,"solar collector system installation, evacuated tube collector, one-family house, combined system",RoW,"solar collector system, with evacuated tube collector, one-family house, combined system",row
d7244657-2dc0-5f70-a78d-dc9c8c9faa32_f8f07d35-1b09-4391-9f20-eb8263d43c15,"solar glass production, low-iron",RoW,"solar glass, low-iron",row
e1882e65-cae8-52f7-800b-de4d8328f60f_f8f07d35-1b09-4391-9f20-eb8263d43c15,"solar glass production, low-iron",RER,"solar glass, low-iron",rer
4396891b-22bb-5766-abd6-f7b187a0e50d_3797bd74-2728-4531-94c2-b62fdd97c114,solder factory construction,RoW,solder factory,row
04bb1546-7815-5b88-b6ea-9742e71dd030_3797bd74-2728-4531-94c2-b62fdd97c114,solder factory construction,RER,solder factory,rer
0724238f-e6d3-59d5-9223-c8e1b5361c37_6f255afe-7bf4-455e-bdfb-dedf87d9c9cb,"solder production, bar, Sn63Pb37, for electronics industry",GLO,"solder, bar, Sn63Pb37, for electronics industry",glo
5082e5d8-bdcd-5448-82ab-145440909ab6_d40545d1-597c-45e6-a38f-6ef3b7d356c1,"solder production, bar, Sn95.5Ag3.9Cu0.6, for electronics industry",GLO,"solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry",glo
000aaf66-a474-5d20-b1a1-eb3750e9c5b7_a10f5557-e5fa-4ed3-bd71-1326c2271cf5,"solder production, paste, Sn63Pb37, for electronics industry",GLO,"solder, paste, Sn63Pb37, for electronics industry",glo
9386449f-75de-50be-a805-ad07233d4c55_6501d9f8-a260-42c4-a11f-e3ecc85d4caa,"solder production, paste, Sn95.5Ag3.9Cu0.6, for electronics industry",GLO,"solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry",glo
92397444-34ab-5e75-ad1c-7a7f1e984dd1_43c831c7-8759-4b40-94b4-b6e0f05087a7,solid bleached and unbleached board carton production,RoW,solid bleached and unbleached board carton,row
92397444-34ab-5e75-ad1c-7a7f1e984dd1_43918f35-ec6f-4054-898b-c381aa071e93,solid bleached and unbleached board carton production,RoW,turpentine,row
8813951b-7dc9-5224-b48a-92cd863042a5_43c831c7-8759-4b40-94b4-b6e0f05087a7,solid bleached and unbleached board carton production,RER,solid bleached and unbleached board carton,rer
8813951b-7dc9-5224-b48a-92cd863042a5_43918f35-ec6f-4054-898b-c381aa071e93,solid bleached and unbleached board carton production,RER,turpentine,rer
32e04007-1851-52f7-a982-bcb94b2dddf8_aeb1ebef-7095-4956-91da-8c4017df556d,"solid manure loading and spreading, by hydraulic loader and spreader",CH,"solid manure loading and spreading, by hydraulic loader and spreader",ch
7f87d5c4-116e-5323-b5aa-ae6cb63dbf6a_aeb1ebef-7095-4956-91da-8c4017df556d,"solid manure loading and spreading, by hydraulic loader and spreader",RoW,"solid manure loading and spreading, by hydraulic loader and spreader",row
4e639313-2fd6-5c1b-8e24-e0f8e8165c53_c6c77fb4-9850-4849-be9e-71fc9656bc03,"solvent production, organic",GLO,"solvent, organic",glo
92f72079-fb08-53b5-b64a-612c62512359_4f312355-ac65-4635-8fb2-006dba64ce60,sorting and pressing of iron scrap,RoW,"iron scrap, sorted, pressed",row
f743c0c3-9ddf-5cba-aefd-725d7baea83c_4f312355-ac65-4635-8fb2-006dba64ce60,sorting and pressing of iron scrap,RER,"iron scrap, sorted, pressed",rer
118d2801-c36b-52e6-b662-a7ea0d73ee13_0c40ca99-666f-43fd-bf25-4dcd9a5d4fcc,"sorting facility construction, for construction waste",CH,"sorting facility, for construction waste",ch
7c0d9d41-af4a-5deb-8677-8f4b9ea8d429_0c40ca99-666f-43fd-bf25-4dcd9a5d4fcc,"sorting facility construction, for construction waste",RoW,"sorting facility, for construction waste",row
036d7625-a556-5693-89c3-6edae3710c44_b4100a1f-4f86-4652-abf0-b877046c8f48,"sound insulation construction, heat and power co-generation unit, 160kW electrical",RoW,"sound insulation, heat and power co-generation unit, 160kW electrical",row
e9f20ab7-e1c4-5bd8-89de-651a6c7bc9a0_b4100a1f-4f86-4652-abf0-b877046c8f48,"sound insulation construction, heat and power co-generation unit, 160kW electrical",RER,"sound insulation, heat and power co-generation unit, 160kW electrical",rer
6781c5f6-a48f-52bf-b20c-1786867bd76b_f9a99959-0ebf-43d7-b70a-3e311c524d7e,"sour gas, burned in gas turbine",RoW,"sour gas, burned in gas turbine",row
421797b5-0f8d-5de2-9355-a3539bace5bc_6c365ae3-f8cb-4aff-8709-afea7fbf0a40,sowing,CH,sowing,ch
fb7d6271-91e0-5cee-9fda-c38980b6c004_6c365ae3-f8cb-4aff-8709-afea7fbf0a40,sowing,RoW,sowing,row
