Activity UUID_Product UUID,Activity Name,Geography,Reference Product Name,lca_geo
403aa819-bff0-54a2-abe9-55d937acee3c_dce67266-c173-4a2c-ad18-3838209a083a,"acrylic dispersion production, with water, in 58% solution state",RER,"acrylic dispersion, with water, in 58% solution state",rer
e8719466-8b4c-5cdd-adbb-1f13d24ab8b1_aad176cd-625d-4e08-917b-6434e207accd,acrylic filler production,RoW,acrylic filler,row
5695a691-b643-5bbe-a328-916eeca2336d_aad176cd-625d-4e08-917b-6434e207accd,acrylic filler production,RER,acrylic filler,rer
aacb6e7d-eb84-51f8-b09f-cc35456cd3d4_4f41bd8f-2435-41c8-8a3f-3810f0210766,"acrylic varnish production, with water, in 53% solution state",RoW,"acrylic varnish, with water, in 53% solution state",row
14ff7cb0-6396-5e1e-b0f8-229be649749b_4f41bd8f-2435-41c8-8a3f-3810f0210766,"acrylic varnish production, with water, in 53% solution state",RER,"acrylic varnish, with water, in 53% solution state",rer
d5a0c8f4-12bb-5931-8429-b2f3aa849475_f28138f3-8c6c-4c3f-801b-ff365c5e6cc0,"acrylonitrile production, Sohio process",RoW,acetonitrile,row
d5a0c8f4-12bb-5931-8429-b2f3aa849475_fa57e518-c22b-4011-a20c-6a73bdf8c53a,"acrylonitrile production, Sohio process",RoW,acrylonitrile,row
d5a0c8f4-12bb-5931-8429-b2f3aa849475_090bf091-edba-4f7e-93dd-19eb43cb2123,"acrylonitrile production, Sohio process",RoW,hydrogen cyanide,row
933e9b50-c5ec-5e64-b43f-50ee04f78e02_f28138f3-8c6c-4c3f-801b-ff365c5e6cc0,"acrylonitrile production, Sohio process",RER,acetonitrile,rer
933e9b50-c5ec-5e64-b43f-50ee04f78e02_fa57e518-c22b-4011-a20c-6a73bdf8c53a,"acrylonitrile production, Sohio process",RER,acrylonitrile,rer
933e9b50-c5ec-5e64-b43f-50ee04f78e02_090bf091-edba-4f7e-93dd-19eb43cb2123,"acrylonitrile production, Sohio process",RER,hydrogen cyanide,rer
34342f08-f055-5a1f-8d68-78d0057f3ad8_71e296f1-2f6d-481a-87ed-e0eac085054d,acrylonitrile-butadiene-styrene copolymer production,RoW,acrylonitrile-butadiene-styrene copolymer,row
49ea7ef8-ae5b-52dd-8127-a1d395e03094_71e296f1-2f6d-481a-87ed-e0eac085054d,acrylonitrile-butadiene-styrene copolymer production,RER,acrylonitrile-butadiene-styrene copolymer,rer
ee4aa7e7-f8e8-5ae9-a7d3-e10f52c84e54_db314df7-a55f-4c57-b1b7-1bec53c2740c,activated bentonite production,DE,activated bentonite,de
e24eee46-f4fe-585b-9168-7fd5e86a4617_db314df7-a55f-4c57-b1b7-1bec53c2740c,activated bentonite production,RoW,activated bentonite,row
5b4c9969-5062-52b8-98af-8465d9a22fc6_99ba8208-7a4c-46e7-b4f0-6d93a8332c0b,"activated carbon production, granular from hard coal",RoW,"activated carbon, granular",row
9ba4c035-fb5c-5d39-9928-b33ec08a1fe1_99ba8208-7a4c-46e7-b4f0-6d93a8332c0b,"activated carbon production, granular from hard coal",RER,"activated carbon, granular",rer
cb59bc34-24c2-5da7-ad29-d94961f41168_aef8dfb0-f2a7-4ce6-9559-afe913243fc3,activated silica production,GLO,activated silica,glo
cb59bc34-24c2-5da7-ad29-d94961f41168_2cfef82e-cb0d-4864-8163-9651fc6c25eb,activated silica production,GLO,"sodium sulfate, anhydrite",glo
8ffdfb2a-a40a-572a-9489-d62476778784_b8adef94-a49e-4914-ae0e-9a920ee87bdb,adhesive mortar production,CH,adhesive mortar,ch
02242bdb-2677-5100-aa9d-266e6296dbcc_b8adef94-a49e-4914-ae0e-9a920ee87bdb,adhesive mortar production,RoW,adhesive mortar,row
91bda1c3-3efe-5c20-a4f8-d93aeb3baedd_fa11f755-b0fc-4b50-b3cc-6acde5908f28,"adhesive production, for metal",DE,"adhesive, for metal",de
e81929b6-6ef9-51f8-9200-750ec611b008_fa11f755-b0fc-4b50-b3cc-6acde5908f28,"adhesive production, for metal",RoW,"adhesive, for metal",row
d266dab1-21f2-5673-9c5b-e85559b04999_a4206b90-e47d-42e9-b695-678b68ea38c7,adipic acid production,RoW,adipic acid,row
d266dab1-21f2-5673-9c5b-e85559b04999_c0c2439d-115d-5846-b0dc-7fc716f3862e,adipic acid production,RoW,succinic acid,row
85b62be3-dc09-59d0-826f-da01389201f3_a4206b90-e47d-42e9-b695-678b68ea38c7,adipic acid production,RER,adipic acid,rer
85b62be3-dc09-59d0-826f-da01389201f3_c0c2439d-115d-5846-b0dc-7fc716f3862e,adipic acid production,RER,succinic acid,rer
3f0d5ac5-f937-5fe3-9679-d6d2bb9f1554_399beb12-32d3-5f17-8f06-24f9132df400,adiponitrile production,RoW,adiponitrile,row
086ceaba-e542-50b8-b8f0-4cdaeeade9db_399beb12-32d3-5f17-8f06-24f9132df400,adiponitrile production,RER,adiponitrile,rer
25a326cf-aa0c-5750-897b-e1e59ad5c434_da181f4f-90b7-5863-9b4f-bc971db01982,adobe brick production,RoW,adobe brick,row
f88aed7d-3df2-53a2-b2a3-e6008cd8add7_84aefb4d-62e4-4a80-9f1d-6c2058eb4c52,"agricultural machinery production, tillage",CH,"agricultural machinery, tillage",ch
418cd112-563d-591a-87e5-9d74793639eb_84aefb4d-62e4-4a80-9f1d-6c2058eb4c52,"agricultural machinery production, tillage",RoW,"agricultural machinery, tillage",row
a5570d88-ef2d-5362-b11f-ef3b298d33c6_663a4580-9fa2-4ec3-8174-5a18ed250015,"agricultural machinery production, unspecified",CH,"agricultural machinery, unspecified",ch
f2c617f8-9d7d-5b0c-99c7-ed833a4e9ed0_663a4580-9fa2-4ec3-8174-5a18ed250015,"agricultural machinery production, unspecified",RoW,"agricultural machinery, unspecified",row
a2d9e692-968e-5998-baeb-6d4b09386147_32af2447-4a20-428b-8ca3-6e311de7cd26,agricultural trailer production,CH,agricultural trailer,ch
111fd6a5-f131-5bcb-b222-a0ea8d53e630_32af2447-4a20-428b-8ca3-6e311de7cd26,agricultural trailer production,RoW,agricultural trailer,row
77419663-a1b3-5022-9c79-4885d5973b76_6874a6ba-4ed7-47c7-86d7-93ea0d49143c,"air compressor production, screw-type compressor, 300kW",RoW,"air compressor, screw-type compressor, 300kW",row
d80c52f6-7b0e-5c6b-861d-02c077cbea5b_6874a6ba-4ed7-47c7-86d7-93ea0d49143c,"air compressor production, screw-type compressor, 300kW",RER,"air compressor, screw-type compressor, 300kW",rer
6c073dd0-1104-5927-8b2e-9743f53872e0_57a23d61-cc04-4414-ba30-4a15b785399a,"air compressor production, screw-type compressor, 4kW",RoW,"air compressor, screw-type compressor, 4kW",row
0fac3e5d-bbf6-5370-954f-21e04959fa1d_57a23d61-cc04-4414-ba30-4a15b785399a,"air compressor production, screw-type compressor, 4kW",RER,"air compressor, screw-type compressor, 4kW",rer
7ad65c84-a8bb-5e13-9ca0-51c1fc522d8c_7207cd29-8c7e-419e-ae17-c29e8c20e3fa,"air distribution terminal panel production, steel, 120 m3/h",CH,"air distribution terminal panel, steel, 120 m3/h",ch
7ab43ace-73bd-549a-97a6-909f2c0ffa8b_7207cd29-8c7e-419e-ae17-c29e8c20e3fa,"air distribution terminal panel production, steel, 120 m3/h",RoW,"air distribution terminal panel, steel, 120 m3/h",row
17146787-3a81-5234-b07e-3f2a8c39f2b0_9aa99528-f035-4245-abd7-eace6101abf8,"air filter production, central unit, 600 m3/h",RoW,"air filter, central unit, 600 m3/h",row
d8d1c6f5-843c-5290-a544-f0209964528d_9aa99528-f035-4245-abd7-eace6101abf8,"air filter production, central unit, 600 m3/h",RER,"air filter, central unit, 600 m3/h",rer
20a8d846-69ff-5629-b983-874f98803d1f_d0e5f559-5f1f-4228-b277-0848a1d49721,"air filter production, decentralized unit, 180-250 m3/h",RoW,"air filter, decentralized unit, 180-250 m3/h",row
f555b580-3cf5-53fb-8cdf-ad862c372723_d0e5f559-5f1f-4228-b277-0848a1d49721,"air filter production, decentralized unit, 180-250 m3/h",RER,"air filter, decentralized unit, 180-250 m3/h",rer
05b6f603-be86-5ec8-9ccd-1be170153660_1d8da2ef-019e-4fc8-9e15-11bd37949f61,"air filter production, decentralized unit, 250 m3/h",RoW,"air filter, decentralized unit, 250 m3/h",row
1e091d81-3c1e-574a-96ca-e0276cf57d85_1d8da2ef-019e-4fc8-9e15-11bd37949f61,"air filter production, decentralized unit, 250 m3/h",RER,"air filter, decentralized unit, 250 m3/h",rer
c974688f-1709-5d02-a3ee-01d074c4c96d_2bdd98d4-0ef8-4c4c-a1b2-f5de5e4786af,"air filter production, in exhaust air valve",RoW,"air filter, in exhaust air valve",row
0dcc2c0b-2369-5d85-8f15-a2b515054544_2bdd98d4-0ef8-4c4c-a1b2-f5de5e4786af,"air filter production, in exhaust air valve",RER,"air filter, in exhaust air valve",rer
f51591a2-ae5e-5e7c-9191-4502f8283140_847db7e2-b84f-40ed-89ba-cede5b6c30c6,"air input/output unit production, heat and power co-generation unit, 160kW electrical",RoW,"air input/output unit, heat and power co-generation unit, 160kW electrical",row
3dac3b38-3dd1-5f51-96b3-7ebb9104df4f_847db7e2-b84f-40ed-89ba-cede5b6c30c6,"air input/output unit production, heat and power co-generation unit, 160kW electrical",RER,"air input/output unit, heat and power co-generation unit, 160kW electrical",rer
df12412a-6db4-5418-9f1e-5648efa38a41_4dd034b4-e9bb-4464-bddc-a4dedfcf7f61,air separation facility construction,RoW,air separation facility,row
1508e6eb-ee00-5f0b-a474-62f8e00168fb_4dd034b4-e9bb-4464-bddc-a4dedfcf7f61,air separation facility construction,RER,air separation facility,rer
7db979ce-7c3c-5ca9-a480-28a82704a823_e69390d8-c2f8-53be-9ee2-b8657f3b3cb7,"aircraft production, agricultural",GLO,"aircraft, agricultural",glo
aaa92769-d290-5733-a775-8ae8c309bb29_208c6506-892d-4b5a-b1ce-489b2ee26abc,"aircraft production, belly-freight aircraft, long haul",GLO,"aircraft, belly freight, long haul",glo
723d2e86-42a9-59c4-8e70-b1797cc57c32_7a61ded0-9ae6-4181-9ed0-8988f5bda78e,"aircraft production, belly-freight aircraft, medium haul",GLO,"aircraft, belly freight, medium haul",glo
b0590afa-4ae3-52f8-85f3-e1a0c901956e_c63b53d7-ad85-4b20-9057-cba8d36205ed,"aircraft production, belly-freight aircraft, short haul",GLO,"aircraft, belly freight, short haul",glo
fbf8767c-c846-55b1-9e5b-cd021a9420c5_b438f1ca-bbc3-403c-a979-381e5eb738ea,"aircraft production, belly-freight aircraft, very short haul",GLO,"aircraft, belly freight, very short haul",glo
68e3a14b-b3dc-5023-b262-490b4b5f520c_6808a91f-0322-406b-a4cf-41473f5a5ca8,"aircraft production, dedicated freight aircraft, long haul",GLO,"aircraft, dedicated freight, long haul",glo
283de0fd-726e-5381-b297-4e65a12ed1c1_1750c542-8330-4f6a-9f79-f14e0ef80c7a,"aircraft production, dedicated freight aircraft, medium haul",GLO,"aircraft, dedicated freight, medium haul",glo
123ab8a4-0cdc-5b18-8b2d-e664ddeaf0ae_fb6d23d3-40b3-4175-939a-7b5f14a5f2e0,"aircraft production, dedicated freight aircraft, short haul",GLO,"aircraft, dedicated freight, short haul",glo
0efeaec3-f104-5487-9cfa-ad6afbdf40df_6e3d1533-62f8-42a3-aadb-69f034d9e868,"aircraft production, dedicated freight aircraft, very short haul",GLO,"aircraft, dedicated freight, very short haul",glo
8b9a00d8-1edf-52dd-a50d-8725abbf7c03_f24acce7-b9ae-4df5-aa67-5863ff2a9a1c,"aircraft production, passenger aircraft, long haul",GLO,"aircraft, passenger, long haul",glo
339d9dc2-c9f1-5626-8ded-919f13c1abb9_722a1080-c48c-43ae-8666-53eb9e8c8c73,"aircraft production, passenger aircraft, medium haul",GLO,"aircraft, passenger, medium haul",glo
b4cbcd13-a675-547e-8d07-cde6f725c987_f97a287c-bfcd-4d90-a9e8-01073f016507,"aircraft production, passenger aircraft, short haul",GLO,"aircraft, passenger, short haul",glo
66cc4cf1-9182-5913-8994-1669741a09bf_00bc02b3-9343-4cd8-9ce6-c371a3c31eba,"aircraft production, passenger aircraft, very short haul",GLO,"aircraft, passenger, very short haul",glo
452e2bb5-d518-50e4-bda3-3fe0669f5363_d8f9c37f-d22d-436d-a83c-1039d7421020,airport construction,RoW,airport,row
d4355dee-49a0-531b-976f-d76ba33ef2c3_d8f9c37f-d22d-436d-a83c-1039d7421020,airport construction,RER,airport,rer
f5c02f17-757f-529d-9123-8e0c398f434e_ecf9c16a-7027-4cba-9413-6f0d882d0d97,"alfalfa-grass mixture production, Swiss integrated production",CH,"alfalfa-grass mixture, Swiss integrated production",ch
e40e2f5d-7d14-5c73-a4a9-66e656020fef_eb8fd188-240c-4b62-9b24-0265599b8d95,alfalfa/grass silage production,RoW,alfalfa-grass silage,row
c8d56fc8-1106-55ee-814c-0c2beb5b452a_fb4bb128-084e-4da3-8227-2ef8ad95da13,"alkyd paint production, white, solvent-based, product in 60% solution state",RoW,"alkyd paint, white, without solvent, in 60% solution state",row
ce066881-d358-5318-85d0-67fe19f5557d_fb4bb128-084e-4da3-8227-2ef8ad95da13,"alkyd paint production, white, solvent-based, product in 60% solution state",RER,"alkyd paint, white, without solvent, in 60% solution state",rer
063898ef-4437-58f3-8cc4-f32e5fed7a01_d2aea801-6631-4070-939b-7b6d6b73bee5,"alkyd paint production, white, water-based, product in 60% solution state",RoW,"alkyd paint, white, without water, in 60% solution state",row
d6c9063c-8a2b-5cf6-8e28-e86d04055b72_d2aea801-6631-4070-939b-7b6d6b73bee5,"alkyd paint production, white, water-based, product in 60% solution state",RER,"alkyd paint, white, without water, in 60% solution state",rer
5766329d-e54b-57c1-a842-d769b312293c_53c35893-3698-4819-8994-b5484cf379b3,"alkyd resin production, long oil, product in 70% white spirit solution state",RoW,"alkyd resin, long oil, without solvent, in 70% white spirit solution state",row
3a2b6309-b368-5fd9-9d7e-9d7f7c177e9e_53c35893-3698-4819-8994-b5484cf379b3,"alkyd resin production, long oil, product in 70% white spirit solution state",RER,"alkyd resin, long oil, without solvent, in 70% white spirit solution state",rer
bd279515-90f2-5d06-adde-f0a43837ff84_c90997d4-c89d-5189-b360-2d1b5a0d4652,alkyl sulphate (C12-14) production,GLO,alkyl sulphate (C12-14),glo
2ad2e1f0-5612-5e28-a352-95a3041e8fb5_eae90647-a55e-4512-9922-e4170fb36a46,"alkylbenzene production, linear",RoW,"alkylbenzene, linear",row
36920169-51f8-5faa-bf85-1cc40f986633_eae90647-a55e-4512-9922-e4170fb36a46,"alkylbenzene production, linear",RER,"alkylbenzene, linear",rer
daf08d5e-7e76-538c-8d18-bd2712bafa8c_29026153-01e0-4b94-9ba5-173e3986ed08,"alkylbenzene sulfonate production, linear, petrochemical",RoW,"alkylbenzene sulfonate, linear, petrochemical",row
5246f4a0-532a-5bb7-bcc5-409b81842ee3_29026153-01e0-4b94-9ba5-173e3986ed08,"alkylbenzene sulfonate production, linear, petrochemical",RER,"alkylbenzene sulfonate, linear, petrochemical",rer
56988e4d-e696-504e-920d-32aa732afd68_846f817b-6e06-4594-89ee-6d46c8c368c4,"alkylketene dimer sizing agent production, for paper production",RoW,"alkylketene dimer sizing agent, for paper production",row
bc64cc8c-743c-5472-b8b4-482d230e72ff_846f817b-6e06-4594-89ee-6d46c8c368c4,"alkylketene dimer sizing agent production, for paper production",RER,"alkylketene dimer sizing agent, for paper production",rer
9d40fdde-bf35-524c-915e-7004f21417fe_51d011ea-b1ac-42a4-88d4-533d95994812,"allyl chloride production, reaction of propylene and chlorine",RoW,"1,3-dichloropropene",row
9d40fdde-bf35-524c-915e-7004f21417fe_59984322-d17b-47b2-92bd-1c54912a2094,"allyl chloride production, reaction of propylene and chlorine",RoW,allyl chloride,row
9d40fdde-bf35-524c-915e-7004f21417fe_3ab60559-40d3-42e4-9cac-476a519098fa,"allyl chloride production, reaction of propylene and chlorine",RoW,"hydrochloric acid, without water, in 30% solution state",row
ec949cf7-a747-51a6-9f13-efeb7b32a725_51d011ea-b1ac-42a4-88d4-533d95994812,"allyl chloride production, reaction of propylene and chlorine",RER,"1,3-dichloropropene",rer
ec949cf7-a747-51a6-9f13-efeb7b32a725_59984322-d17b-47b2-92bd-1c54912a2094,"allyl chloride production, reaction of propylene and chlorine",RER,allyl chloride,rer
ec949cf7-a747-51a6-9f13-efeb7b32a725_3ab60559-40d3-42e4-9cac-476a519098fa,"allyl chloride production, reaction of propylene and chlorine",RER,"hydrochloric acid, without water, in 30% solution state",rer
ffb5d27b-9543-5142-bf66-acf60cc486f1_0cb00cc5-6a2f-4bce-969e-425b45206734,almond production,RoW,almond,row
b7b22cfb-2634-5631-ac46-443ea1ff3aaf_63775a1e-2862-48b9-a8e0-a710ece3dc4b,alpha-naphthol production,RoW,alpha-naphthol,row
b7b22cfb-2634-5631-ac46-443ea1ff3aaf_9548417c-f3ce-4c10-97dd-8c5046eaa504,alpha-naphthol production,RoW,sodium hydrogen sulfite,row
1b9f08eb-a2dd-5c0a-8056-3fd50fa84b16_63775a1e-2862-48b9-a8e0-a710ece3dc4b,alpha-naphthol production,RER,alpha-naphthol,rer
1b9f08eb-a2dd-5c0a-8056-3fd50fa84b16_9548417c-f3ce-4c10-97dd-8c5046eaa504,alpha-naphthol production,RER,sodium hydrogen sulfite,rer
939fa412-313f-5ca6-bf35-0145f682c0cd_c3af769c-0f11-46f9-a0cf-74a60b473ead,alpha-picoline production,RoW,alpha-picoline,row
b374067c-1cb2-5239-8fe8-e36ea2181622_c3af769c-0f11-46f9-a0cf-74a60b473ead,alpha-picoline production,RER,alpha-picoline,rer
05978581-4a82-5496-8729-1a1595cb80fa_aa81aad8-3eea-4eb5-b33c-97621400e199,"aluminium alloy production, AlLi",RoW,"aluminium alloy, AlLi",row
05978581-4a82-5496-8729-1a1595cb80fa_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"aluminium alloy production, AlLi",RoW,"copper, cathode",row
2220ed4a-6fc5-50ed-9703-164e752fcc0a_e77d9460-e423-4e88-8c44-d1a4545b0b07,"aluminium alloy production, AlMg3",RoW,"aluminium alloy, AlMg3",row
cf8b4dab-c5ae-5118-a838-248cc7df5c71_e77d9460-e423-4e88-8c44-d1a4545b0b07,"aluminium alloy production, AlMg3",RER,"aluminium alloy, AlMg3",rer
7519f094-83c0-57ba-87c2-806f6acc8a09_9c78fb2b-13ba-46ab-8e5c-7996d9526938,"aluminium alloy production, Metallic Matrix Composite",RoW,"aluminium alloy, metal matrix composite",row
7519f094-83c0-57ba-87c2-806f6acc8a09_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"aluminium alloy production, Metallic Matrix Composite",RoW,"copper, cathode",row
7cd17e47-16c4-5b3f-a9c4-445fa46cba2b_bcc2de51-bded-45a8-ac4b-0d9ea6d5b2b1,"aluminium around steel bi-metal stranded cable production, 3x3.67mm external diameter wire",RoW,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",row
36271b6d-8426-5ec2-bfa8-014c71c5fb10_bf6543c1-eb68-465b-85dd-d4f0cc107ec2,"aluminium around steel bi-metal wire production, 3.67 mm external diameter",RoW,"aluminium around steel bi-metal wire, 3.67mm external diameter",row
02125797-f819-5f3d-9d29-d3de64587437_3ce2f7c0-30bf-48f3-8e31-d9deeb08cb05,aluminium casting facility construction,RoW,aluminium casting facility,row
32d95c7a-899e-56a8-aa8f-6492de993070_3ce2f7c0-30bf-48f3-8e31-d9deeb08cb05,aluminium casting facility construction,RER,aluminium casting facility,rer
3301eeef-4618-57c8-93c9-bbe4b49adb6f_5d0ec026-7937-5ac8-9358-dd2690065dd7,aluminium chloride production,GLO,aluminium chloride,glo
78210abc-8061-5153-bfc6-61537edaae1b_d03314df-2b13-4c27-b966-b0e6739ec2bf,"aluminium collector foil production, for Li-ion battery",GLO,"aluminium collector foil, for Li-ion battery",glo
9596a661-3ef0-5f2c-9b71-0cb2c70d16cb_9f43b50a-3653-4952-b465-e66ef8926ea7,"aluminium drilling, computer numerical controlled",RoW,"aluminium removed by drilling, computer numerical controlled",row
e8e229f3-710e-5b21-a0fa-5caf4a1824bc_9f43b50a-3653-4952-b465-e66ef8926ea7,"aluminium drilling, computer numerical controlled",RER,"aluminium removed by drilling, computer numerical controlled",rer
3d81e40e-deae-575e-b154-4da2f919d3ed_b5f43a8d-4584-42d7-903e-dcb0b14adcbf,"aluminium drilling, conventional",RoW,"aluminium removed by drilling, conventional",row
ce4834b1-8ab5-53fe-8254-760f9c5a91b2_b5f43a8d-4584-42d7-903e-dcb0b14adcbf,"aluminium drilling, conventional",RER,"aluminium removed by drilling, conventional",rer
596bdd24-6006-58d4-b4e6-406aeb18a583_2b5712fb-1c87-44e1-9131-4970e73264ef,aluminium electrolysis facility construction,RoW,aluminium electrolysis facility,row
f6fd69e7-64a3-57f1-b5c9-0bb91dc6c0aa_2b5712fb-1c87-44e1-9131-4970e73264ef,aluminium electrolysis facility construction,RER,aluminium electrolysis facility,rer
6c81bcc6-8376-5ca7-b258-79dd8d6fef97_61f268c8-d5f9-42e5-bf93-2b617f80871e,aluminium fluoride production,RoW,aluminium fluoride,row
1d90a5e8-89ae-5f1a-b345-91b01b7c85f6_61f268c8-d5f9-42e5-bf93-2b617f80871e,aluminium fluoride production,RER,aluminium fluoride,rer
d14502e3-0a64-56bf-9ee1-0a2662a8e663_0e3da9a5-fcfd-4bff-82d6-d45e8b7add39,aluminium hydroxide factory construction,RoW,aluminium hydroxide factory,row
60159372-49b2-59af-ac52-469d723e5527_0e3da9a5-fcfd-4bff-82d6-d45e8b7add39,aluminium hydroxide factory construction,RER,aluminium hydroxide factory,rer
707c2792-f08a-5e12-8dc1-5210624a6d97_1fc89761-93f9-48c5-9204-08a8961b93c8,aluminium hydroxide production,"IAI Area, EU27 & EFTA",aluminium hydroxide,"iai area, eu27 & efta"
b125888e-7ec8-5cea-8351-8b6fc8dfb43e_1fc89761-93f9-48c5-9204-08a8961b93c8,aluminium hydroxide production,RoW,aluminium hydroxide,row
aa68c263-937f-59c8-b517-e0664596692e_a430f433-cdc8-45be-ace2-32a634634d3b,"aluminium ingot, primary, to aluminium, cast alloy market",GLO,"aluminium, cast alloy",glo
655eee54-e9e7-524d-a4e9-40d7e27b8778_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium ingot, primary, to aluminium, wrought alloy market",GLO,"aluminium, wrought alloy",glo
21c85573-df12-56bc-b4af-3d7b7e99e0b3_e19538bd-7b2d-441d-9399-71679c1c194c,aluminium melting furnace production,RoW,aluminium melting furnace,row
68709369-e59b-5bb3-9278-932940966e20_e19538bd-7b2d-441d-9399-71679c1c194c,aluminium melting furnace production,RER,aluminium melting furnace,rer
00f5c8a0-fd26-53e0-9009-4a45cc874825_76736f35-6812-4b73-967d-010efeda851f,"aluminium milling, average",RoW,"aluminium removed by milling, average",row
84bfb289-7299-594c-8594-314aaecaa57c_76736f35-6812-4b73-967d-010efeda851f,"aluminium milling, average",RER,"aluminium removed by milling, average",rer
71152c48-1515-5300-af4b-088b867d5dd4_e8ce7dac-b45a-4dd3-b978-3a4bcb1152f4,"aluminium milling, dressing",RoW,"aluminium removed by milling, dressing",row
61c99485-ed58-5770-bee9-221800e3eb36_e8ce7dac-b45a-4dd3-b978-3a4bcb1152f4,"aluminium milling, dressing",RER,"aluminium removed by milling, dressing",rer
d94f3884-0f0f-5a94-aa1d-a0ba613eee04_195293db-2f14-4e35-a334-201246a27c19,"aluminium milling, large parts",RoW,"aluminium removed by milling, large parts",row
6af5e140-94a5-5c63-bf9d-eb6196e39cba_195293db-2f14-4e35-a334-201246a27c19,"aluminium milling, large parts",RER,"aluminium removed by milling, large parts",rer
882fb699-b49f-5bf7-9fa3-edece0c17dc5_9ceb8f63-d8e7-4c29-9522-df825f2c4a0f,"aluminium milling, small parts",RoW,"aluminium removed by milling, small parts",row
7f7beee0-9c5c-5734-b32b-74a2fd290795_9ceb8f63-d8e7-4c29-9522-df825f2c4a0f,"aluminium milling, small parts",RER,"aluminium removed by milling, small parts",rer
f699b124-142b-537b-97e6-afa0e8d05a16_7abb1e42-78ba-41fc-b2d6-967b8480dfbe,aluminium oxide factory construction,RoW,aluminium oxide factory,row
7946dd62-a524-53d0-a4d8-8582544e98bc_7abb1e42-78ba-41fc-b2d6-967b8480dfbe,aluminium oxide factory construction,RER,aluminium oxide factory,rer
3db32c49-953b-5848-99b4-166a042a4ed0_b2c6db8a-b305-4413-a9c3-5460417f48de,aluminium oxide production,"IAI Area, EU27 & EFTA","aluminium oxide, metallurgical","iai area, eu27 & efta"
